nome_prodotto,marca,descrizione,immagine,url
FITT Refittex 20Bar,FITT,"Ideale per compressori, FITT Refittex 20 bar è adatto per il passaggio di aria compressa, acqua, soluzioni anticrittogamiche, pesticidi e fertilizzanti.",https://fitt-cdn.thron.com/delivery/public/image/fitt/5b3fb8b2-e0cd-423a-92b5-981a71211c70/pf4brg/std/1000x1000/FITT%20Refittex%2020%20bar.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_refittex_20bar/
FITT Enoflex,FITT,"Certificato per aspirazione e mandata di liquidi alimentari, FITT Enoflex è ideale per il passaggio di vino e liquidi con tenore alcolico fino a 50% vol.",https://fitt-cdn.thron.com/delivery/public/image/fitt/909d3aed-27a5-41e4-bd5f-1b3e0f02a662/pf4brg/std/1000x1000/FITT%20Enoflex.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_enoflex/
FITT Evapool,FITT,"Dotato di manicotti e pronto all'uso, FITT Evapool è compatibile con pompe e impianti di filtraggio per la pulizia della piscina. Vai al sito dedicato",https://fitt-cdn.thron.com/api/v1/content-delivery/shares/pf4brg/contents/8837b280-0411-4416-9ad2-c7736228461d/image/FITT_Evapool_Flex?w=1000&h=1000&crop=auto&q_auto=high,https://www.fitt.com/it/product/fitt_evapool/
FITT Pastello,FITT,"Tubo per Irrigazione, per uso Hobbystico.",https://fitt-cdn.thron.com/delivery/public/image/fitt/ba4a1eb0-459d-43dc-9491-1e62a4322cb9/pf4brg/std/1000x0/FITT%20Pastello%20Render.jpg,https://www.fitt.com/it/product/fitt_pastello/
FITT Bravo,FITT,"Di colore arancione ad alta visibilità, FITT Bravo è indicato per la cantieristica e l'edilizia grazie alla robustezza, alla resistenza all'abrasione, agli agenti atmosferici e agli oli.",https://fitt-cdn.thron.com/delivery/public/image/fitt/cf7f5a69-14d3-455f-9202-3dc84ea09edc/pf4brg/std/1000x1000/FITT-Bravo.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_bravo/
FITT Cristallo Extra,FITT,"Certficato per il passaggio di liquidi alimentari con tenore alcolico fino a 50% vol, FITT Cristallo Extra è anche ideale per il passaggio in bassa pressione di aria e acqua di raffreddamento. Nei processi di termoformatura è adatto anche per il passaggio di resine in bassa pressione. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/8443bc8b-dbdb-432a-afb3-13ae96cd8052/pf4brg/std/1000x1000/FITT%20Cristallo%20Extra.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_cristalloextra/
FITT Agroflex HD,FITT,"Resistente allo schiacciamento, FITT Agroflex HD è ideale per irrigazioni e travasi.",https://fitt-cdn.thron.com/delivery/public/image/fitt/ff5bf996-9147-4ca9-b6f7-b5440e66bcc2/pf4brg/std/1000x1000/FITT%20Agroflex%20HD.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_agroflex_hd/
FITT Agroflex LD,FITT,"Dotato di una buona flessibilità, FITT Agroflex LD è ideale per travasi e irrigazione.",https://fitt-cdn.thron.com/delivery/public/image/fitt/5b472910-0a7e-4ae6-9ff7-b54fc8ede689/pf4brg/std/1000x1000/FITT%20Agroflex%20LD.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_agroflex_ld/
FITT Aliflex Medium,FITT,"Ideale per alimentare fontane e laghetti, FITT Aliflex Medium è adatto per aspirazione e mandata in bassa pressione.",https://fitt-cdn.thron.com/delivery/public/image/fitt/c71deefa-3687-44d2-b6ce-07f4f056ae45/pf4brg/std/1000x1000/FITT%20Aliflex%20Medium.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_aliflex_medium/
FITT Aliflex,FITT,"Resistente allo schiacciamento, FITT Aliflex è certificato per l'aspirazione e mandata di liquidi alimentari.",https://fitt-cdn.thron.com/delivery/public/image/fitt/c42da889-b51e-4570-a05d-984fd3973ac1/pf4brg/std/1000x1000/FITT%20Aliflex.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_aliflex/
FITT Barrier CDS,FITT,"La pellicola interna CDS in PVC protegge ermeticamente il tubo dall’aggressione delle acque clorurate, mentre la spirale rigida rivestita dalla pellicola anticracking assicura un’ottima tenuta e resistenza alle sollecitazioni del sottosuolo.",https://fitt-cdn.thron.com/delivery/public/image/fitt/c81d3ecf-554a-4335-aaec-88cc115d2d6f/pf4brg/std/1000x1000/FITT%20Barrieflex%20CDS.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_barrier_cds/
FITT Air Hose,FITT,"Completo di raccordi e attacco rapido universale, FITT Air hose è adatto per il passaggio di aria compressa. Vai al sito dedicato",https://fitt-cdn.thron.com/delivery/public/image/fitt/10a32f09-551b-4eb7-ba34-a7ba9dd6081b/pf4brg/std/1000x1000/FITT%20Air%20hose%20.jpg?scalemode=centered,https://www.fitt.com/it/product/fitt_airhose/
FITT Aeternum,FITT,"Tubo per Irrigazione, per uso Hobbystico.",https://fitt-cdn.thron.com/delivery/public/image/fitt/7405bd0f-8113-4e9f-9342-17e420fa5fe5/pf4brg/std/1000x0/FITT%20Aeternum%20Render.jpg,https://www.fitt.com/it/product/fitt_aeternum/
